
run_0, 3, [1000 7000  600], ['relu', 'tanh', 'relu'], [0.2, 0.1, 0.5], [1, 0, 0]

run_1, 5, [  100  8000  2000 10000   800], ['relu', 'relu', 'relu', 'tanh', 'relu'], [0.4, 0.4, 0, 0.1, 0.2], [1, 1, 0, 0, 1]

run_2, 6, [ 800  400 1000  200   70   80], ['tanh', 'tanh', 'tanh', 'tanh', 'tanh', 'tanh'], [0.4, 0.1, 0, 0.3, 0.4, 0.4], [0, 0, 0, 0, 0, 0]

run_5, 10, [4000  900   60   10  100  700 1000   10 5000   40], ['tanh', 'tanh', 'relu', 'relu', 'tanh', 'relu', 'relu', 'relu', 'tanh', 'tanh'], [0, 0.5, 0.4, 0.3, 0.1, 0.5, 0.3, 0, 0, 0.4], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0]

run_3, 5, [ 100   50   90   20 9000], ['tanh', 'tanh', 'tanh', 'tanh', 'relu'], [0.4, 0.5, 0, 0.5, 0.2], [0, 0, 0, 0, 0]

run_4, 3, [2000 1000  300], ['relu', 'tanh', 'relu'], [0.4, 0.2, 0.1], [0, 0, 0]

run_8, 7, [10000    80   400    10    60   500  4000], ['relu', 'relu', 'tanh', 'tanh', 'tanh', 'tanh', 'tanh'], [0.3, 0.4, 0, 0.4, 0.2, 0.2, 0.3], [0, 0, 0, 0, 0, 0, 0]

run_6, 5, [2000  100  800   90 7000], ['tanh', 'tanh', 'relu', 'tanh', 'tanh'], [0.5, 0.5, 0.3, 0.1, 0.2], [0, 0, 0, 0, 0]

run_8, 4, [9000   30   40  500], ['relu', 'relu', 'relu', 'tanh'], [0.1, 0.4, 0.3, 0.5], [0, 0, 0, 0]

run_7, 10, [3000  900   10 9000  200  600   70  600   60   10], ['tanh', 'tanh', 'relu', 'relu', 'tanh', 'relu', 'tanh', 'relu', 'tanh', 'relu'], [0, 0.1, 0.1, 0.1, 0.3, 0.4, 0, 0.1, 0.3, 0.5], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0]

run_9, 5, [  80 2000  200   90  600], ['tanh', 'relu', 'relu', 'tanh', 'tanh'], [0.2, 0.1, 0.5, 0.2, 0.1], [0, 0, 0, 0, 0]

run_6, 9, [  60   40 9000   80   30   80   80   70  600], ['tanh', 'tanh', 'tanh', 'relu', 'relu', 'tanh', 'tanh', 'relu', 'relu'], [0.2, 0, 0.3, 0.3, 0.5, 0.1, 0, 0.2, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0]

run_9, 6, [  50  800 5000   60  800  700], ['relu', 'relu', 'relu', 'relu', 'tanh', 'relu'], [0.1, 0.2, 0, 0, 0.4, 0.1], [0, 0, 0, 0, 0, 0]

run_10, 3, [5000   40  100], ['relu', 'tanh', 'tanh'], [0.1, 0.5, 0.1], [0, 0, 0]

run_12, 7, [  80   40 5000 5000 2000 3000  500], ['relu', 'tanh', 'relu', 'tanh', 'relu', 'relu', 'tanh'], [0.4, 0.3, 0.4, 0.3, 0.1, 0, 0], [0, 0, 0, 0, 0, 0, 0]

run_13, 9, [  30 5000  400   20   10   40 1000  200   20], ['tanh', 'relu', 'relu', 'relu', 'tanh', 'tanh', 'relu', 'tanh', 'tanh'], [0, 0.5, 0.2, 0.5, 0.3, 0.4, 0.4, 0.1, 0.1], [0, 0, 0, 0, 0, 0, 0, 0, 0]

run_15, 3, [ 60  60 300], ['tanh', 'tanh', 'tanh'], [0.5, 0.4, 0.2], [0, 0, 0]

run_16, 7, [   80 10000   200   700   200   400   600], ['relu', 'tanh', 'relu', 'relu', 'relu', 'relu', 'tanh'], [0.4, 0.2, 0.4, 0.1, 0.4, 0.1, 0.3], [0, 0, 0, 0, 0, 0, 0]

run_17, 10, [1000  100 8000   80 6000 5000   60   60 1000 1000], ['tanh', 'relu', 'relu', 'tanh', 'tanh', 'relu', 'tanh', 'tanh', 'tanh', 'relu'], [0.1, 0.1, 0, 0, 0.2, 0.3, 0, 0.3, 0.1, 0.4], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0]

run_18, 9, [ 700   10 1000  200   50 5000 6000 9000 9000], ['relu', 'relu', 'relu', 'relu', 'relu', 'tanh', 'tanh', 'tanh', 'relu'], [0.4, 0, 0.5, 0.2, 0.4, 0.5, 0.3, 0.3, 0.2], [0, 0, 0, 0, 0, 0, 0, 0, 0]

run_19, 8, [  90   50   80   60   80  600 4000  500], ['tanh', 'relu', 'relu', 'relu', 'tanh', 'tanh', 'relu', 'relu'], [0, 0.5, 0.5, 0.5, 0.2, 0.3, 0.3, 0.1], [0, 0, 0, 0, 0, 0, 0, 0]

run_20, 9, [ 936 1446  622  366 1304  510 1304  840  587], ['relu', 'relu', 'relu', 'tanh', 'relu', 'tanh', 'relu', 'relu', 'relu'], [0.4, 0.4, 0.4, 0.1, 0.4, 0.5, 0.1, 0.4, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0]

run_22, 3, [ 261  821 1041], ['relu', 'relu', 'relu'], [0.2, 0.4, 0], [0, 0, 0]

run_21, 4, [ 970  222 1181  121], ['relu', 'relu', 'tanh', 'relu'], [0, 0.5, 0.1, 0.1], [0, 0, 0, 0]

run_23, 9, [1390  516  188  199 1066  555  933  997 1140], ['relu', 'relu', 'tanh', 'relu', 'relu', 'tanh', 'tanh', 'tanh', 'relu'], [0.2, 0.2, 0.4, 0.2, 0, 0.3, 0.4, 0.3, 0.4], [0, 0, 0, 0, 0, 0, 0, 0, 0]

run_24, 6, [1119 1041  780  808 1122  111], ['relu', 'tanh', 'tanh', 'relu', 'relu', 'tanh'], [0.4, 0.4, 0, 0.3, 0.5, 0.1], [0, 0, 0, 0, 0, 0]

run_25, 3, [ 419  956 1473], ['relu', 'tanh', 'tanh'], [0.4, 0.1, 0.5], [0, 0, 0]

